Jawaban (Indo),Answers (Eng),perceived ease of use,performance expectancy,effort expectancy,system quality,perceived usefulness,resistance to change,facilitating conditions,technological incapability,functionality,cost
Terus kan di halodok kan bisa langsung Kayak pesen obat gitu kan Online langsung biar datang gitu Daripada harus ke ojek Terus nanya-nanya apoteker kalo di halodoc kan udah Udah dapet resep Tinggal dikasihin sama si gojeknya gitu Jadi lebih membantu banget pakai halodoc,"Continue to be in halodok, you can be directly like ordering medicine, right, online directly so that you can come, instead of having to go to a motorcycle taxi, keep asking the pharmacist if you are in halodoc, right?",0,0,0,0,2,0,0,0,0,0
Kalau buat yang pesen itu sih Sekali yang pas sama obatnya Cuman dulu-dulu karena Tinggal yang belum di sini Masih jauh ke mana-mana gitu daerahnya Jadi sangat membantu  pakai  aplikasi,"If you make the order, it's just the right medicine because you live here and it's still far away everywhere, so it's very helpful to use the application",0,0,0,0,2,0,0,0,0,0
Cuman kalau buat pemesanan sih membantu banget itu Kalau buat nanya-nanya alergi atau apa-apa Sering di pakai  dulu Biasanya itu,"It's just that if you make an order, it's really helpful If you ask questions about allergies or anything Often used first Usually that's",0,0,0,0,2,0,0,0,0,0
"Oh tidak Ada waktunya sih Kalau misalnya udah dikasih resep sih udah beres berarti, cepat sih jadinya","Oh, there is no time, if for example you have been given a recipe, it means that it is done, it will be fast.",0,2,0,0,0,0,0,0,0,0
"cepat Paling 10 menit juga selesai kayaknya, cepat sih","At least 10 minutes is over, I guess.",0,2,0,0,0,0,0,0,0,0
Kalau buat sekarang penting ya Apa lagi Kalau misalnya buat ibu-ibu yang tidak punya kendaraan Terus kayak aku lagi banyak anak kecil gitu kan gampang banget buat Apa namanya? Komunikasi sama si dokternya Terus kalau pas lagi butuh obat Tinggal kita bayar nanti gitu kan Atau langsung transfer kan lebih gampang,"If it's important for now, what else if, for example, for mothers who don't have a vehicle, like me, there are many small children, right? Communication with the doctor Then if we need medicine again, we just have to pay later, right, or transfer it immediately, it's easier",0,0,2,0,0,0,0,0,0,0
Kalau tahu tidaknya sih Kayaknya aku kurang tahu ya Mereka  pakai  atau tidak Cuman kalau misalnya dilihat-lihat sih Kayaknya pada pakai soalnya kan Emang lebih simple dan gampang juga kan Biar tidak kemana-mana gitu Kecuali emang urgent harus ke dokter beda lagi,"If you don't know it, I don't know, yes, they use it or not, it's just that if you look around, for example, it seems to be using the problem, it's simpler and easier too, right, so you don't go anywhere, unless it's really urgent, you have to go to the doctor again.",0,0,2,0,0,0,0,0,0,0
Lumayan bagus ya Cuman minusnya sih mahal doang Buat sekali nanya 50 ribu kan Belum obatnya kita bayar sendiri kan Diskon pun jarang banget Paling kalau diskon pun jadi 30 ribu Sekali bertanya kan lumayan lah ya,"It's quite good, yes, it's just a minus that it's expensive Just ask for 50 thousand once, right, we don't have the medicine ourselves, right, the discount is very rare, at least if the discount becomes 30 thousand Once asked, it's not bad,",0,0,0,0,0,0,0,0,0,1
Mending kita konsul ke dokter sebenernya Cuman kan mikir lagi dari waktu Dari harus pergi keluar gitu kalau  pakai  aplikasi jadi lebih membantu,"If we consult a doctor, it's actually just a matter of thinking again from the time you have to go out, so if you use the application, it will be more helpful",0,0,0,0,2,0,0,0,0,0
Kalau ngobrolin itu sih belum pernah Kalau ke temen sama saudara sih Eh kalau ke temen sih tidak sih Kalau ke saudara mungkin ngerekomen karena aplikasi ini performanya bagus,"If you talk about it, you've never been to friends with your brother Eh if you go to a friend, it's not Eh if you don't To a friend you might recommend it because this application performs well",0,2,0,0,0,0,0,0,0,0
Sering sih Aplikasi atau apa gitu ya fiturnya lengkap dan ringan di pakai ,"Often applications or whatever, the features are complete and light to use",0,0,0,2,0,0,0,0,0,0
Kalau buat yang apa namanya Itu sih kebanyakan di Instagram ya Kalau aku lihat mah Kalau buat aplikasi yang harus di download Atau apa gitu Kalau di TikTok sih tidak,"If you make what it's called, it's mostly on Instagram, yes, if I look at it, if you make an application that has to be downloaded, or whatever, if it's on TikTok, it's not.",0,0,0,0,0,0,0,0,0,0
Tapi kalau yang simple simple  dan gampang sih Langsung dilanjut aja  pakai ,"But if it's simple, simple and easy, just continue to use it",0,0,2,0,0,0,0,0,0,0
pakai  Primaku,Primaku,0,0,0,0,0,1,0,0,0,0
"Oh, anak, pakai primaku ada  pakai ","Oh, son, use my primer and use it",0,0,0,0,0,1,0,0,0,0
"Oh, ya karena kualitas informasi bagus","Oh, yes because the quality of the information is good",0,0,0,0,0,0,0,0,2,0
membantu sih untuk kita jadi lebih efisien,It helps us to be more efficient,0,0,0,0,2,0,0,0,0,0
"Soalnya sekarang banyak, selain yang, itu kan primaku pemerintah ya, program pemerintah","The problem is that now there are many, apart from that, that's the prime government, yes, government programs",0,0,0,0,0,0,2,0,0,0
"Atau yang ngasih aplikasi yang sama yang membantu buat data atau mendapatkan info terkait penyakit, tubuh kembang, dan lain-lain jadi kita lebih mudah dan cepat ngontrolnya","Or the same application that helps create data or get information related to diseases, developing bodies, and others so we can control it more easily and quickly",0,0,0,0,2,0,0,0,0,0
"yakin yakin aja sih mudah juga, jadi tidak panik, tidak bingung  pakai  aplikasinya","I'm sure it's easy too, so don't panic, don't be confused about using the application",2,0,0,0,0,0,0,0,0,0
"Maksudnya kan kalau dulu tidak ada aplikasi-aplikasi itu, searching dulu atau apa dulu kalau pakai aplikasi jadi membantu","This means that if there were no applications in the past, searching first or what if you use an application will help",0,0,0,0,2,0,0,0,0,0
jadi lama dan ribet juga harus cari satu-satu,So it is long and complicated to find one by one,0,1,0,0,0,0,0,0,0,0
"Ini kan tinggal klik di website itu, langsung bisa ketemu cepat dan mudah jadinya","This is just a click on the website, you can immediately meet quickly and easily",0,2,0,0,0,0,0,0,0,0
ada kendala hp tidak mendukung sih sejauh ini,There is a problem that the cellphone does not support it so far,0,0,0,0,0,0,0,2,0,0
" pakai  Primaku, makanya dia online-nya cuma buat info-info tertentu","I use my Primary, that's why it's online only for certain information.",0,0,0,0,0,1,0,0,0,0
Kalau input data segala macam bisa offline juga kualitas informasi bagus,"If all kinds of data inputs can be offline, the quality of information is also good",0,0,0,0,0,0,0,0,2,0
"Dan itu Input tinggi, berat badan anak, nanti langsung keluar grafiknya dengan kualitas bagus","And it's high input, the child's weight, later the graph will come out with good quality",0,0,0,0,0,0,0,0,2,0
Jadi kita gampang  pakai nya,So we are very easy to use.,0,0,2,0,0,0,0,0,0,0
performa bagus,Good performance,0,2,0,0,0,0,0,0,0,0
lumayan sulit kalau itu,It's pretty hard if that's the case,1,0,0,0,0,0,0,0,0,0
"Kalau misalnya infonya, ya kendala masalah koneksi internet lambat gitu","For example, if the information is correct, yes, the problem is that the internet connection is slow",0,0,0,0,0,0,0,2,0,0
"Iya, gratis","Yes, it's free.",0,0,0,0,0,0,0,0,0,2
Sebelumnya  pakai  Armedica,Previously used Armedica,0,0,0,0,0,1,0,0,0,0
"Kayak Halodoc, dari pemerintah kayak JKN","Like Halodoc, from the government like JKN",0,0,0,0,0,0,2,0,0,0
 pakai  kedua-duanya sih,Use both.,0,0,0,0,0,1,0,0,0,0
"Iya, apalagi di sini saya punya dua anak,  pakai  Halodoc sangat membantu sih","Yes, especially here I have two children, using Halodoc is very helpful",0,0,0,0,2,0,0,0,0,0
informasi bagus di aplikasi,Good information on the app,0,0,0,0,0,0,0,0,2,0
"Pernah kendala hp tidak mendukung, memory penuh","Never had a problem with the cellphone not supporting, full memory",0,0,0,0,0,0,0,2,0,0
Tapi tidak tetap sih kendala internet lambat,But it doesn't stay because of the slow internet problem.,0,0,0,0,0,0,0,2,0,0
"kendala Ketika dibutuhkan aja, uninstall, install, install, install gitu kalau memory penuh","Problem When needed, just uninstall, install, install, install if the memory is full",0,0,0,0,0,0,0,2,0,0
Tapi menggunakan ada usernya juga yakin membantu,But using there is also a user who is sure to help,0,0,0,0,2,0,0,0,0,0
"Aplikasi? tidak sih, yakin yakin aja mudah di pakai nya","Application? No, I'm sure it's easy to use",2,0,0,0,0,0,0,0,0,0
"Visual aplikasi bagus, fitur lengkap juga","Good app visuals, full features too",0,0,0,2,0,0,0,0,0,0
Fitur lengkap,Full features,0,0,0,2,0,0,0,0,0,0
informasi bagus,Good information,0,0,0,0,0,0,0,0,2,0
Yang kayak harus ngeliatin terus informasi bagus,That is why it is important to keep an eye out for good information.,0,0,0,0,0,0,0,0,2,0
"tidak sih, lebih ke fiturnya bagus lengkap bukan ke visualnya","No, it's more about the features being good, not the visuals",0,0,0,2,0,0,0,0,0,0
Itu ibu-ibu mah lumayan sulit,That's pretty hard for mothers.,1,0,0,0,0,0,0,0,0,0
Mulai aplikasi pemerintah primaku ya penting sih,"Starting with the Smash Bros. Show, it's really important.",0,0,0,0,0,0,2,0,0,0
"Soalnya ketika sekarang kan serba online, konsultasi online ke dokter juga lebih cepat cuma di rumah aja jadi lebih efisien","The problem is that now it's all online, online consultations with doctors are also faster just at home so it's more efficient",0,2,0,0,2,0,0,0,0,0
Ini data ini tuh membantu gitu dari si grafik yang kita punya karena fitur lengkap,This data is helpful from the graph we have because of the complete features,0,0,0,2,0,0,0,0,0,0
Kayak tanpa harus kontrol tiap bulan ke rumah sakit jadi lebih efisien,Like without having to control every month to the hospital so it is more efficient,0,0,0,0,2,0,0,0,0,0
Kita punya data tinggi berat badan anak masuk grafik jadi informasi bagus,We have data on the height of the child's weight in the graph so good information,0,0,0,0,0,0,0,0,2,0
"Terus nanti gejalanya ketika harus sakit dari rumah via call, kalau di hubungan dokternya, kita udah punya data nih dok, bulan segini, segini, segini, segini, gitu sih aplikasi primaku lebih ke fitur lengkap kan","Then later the symptoms when you have to be sick from home via call, if in the doctor's relationship, we already have data, this month, this month, this, this, this one, that's it, that's it, my prime application is more of a complete feature, right?",0,0,0,2,0,0,0,0,0,0
"Kalau nanti kan banyak sekarang spesialis anak di halodoc, kita random nih, kita punya data primaku, yaudah langsung dari tinggi berat badan anak, gejala anak, si dokternya juga pasti kebantu dari si aplikasi itu karena di aplikasinya informasi bagus udah","If there are many pediatricians at halodoc later, we are random, we have excellent data, which is directly from the child's height, children's symptoms, the doctor will also definitely help from the application because in the application the information is already good",0,0,0,0,0,0,0,0,2,0
Dari aplikasi-aplikasi online fitur lengkap,From full-featured online apps,0,0,0,2,0,0,0,0,0,0
"Bahasa Indonesia, karena pemerintah","Indonesian, because the government",0,0,0,0,0,0,2,0,0,0
" pakai  aplikasi primaku yang tumbuh kembang anak, yang bisa didapat di ibu-ibu dan anak","Use the Primaku application that grows and develops children, which can be obtained by mothers and children",0,0,0,0,0,1,0,0,0,0
Bagus review juga informasi bagus disana,Good review as well as good information there,0,0,0,0,0,0,0,0,2,0
Itu juga berdasarkan saya ketemu primaku itu disaranin sama dokter anak juga,"That's also based on me finding my primitive, it was recommended by a pediatrician as well",0,0,0,0,0,0,2,0,0,0
"Ya, jadi kayak melihat rating si aplikasinya fitur lengkap udah atau belum","Yes, so it's like looking at the app's rating, the full features are already or not",0,0,0,2,0,0,0,0,0,0
"Banyak yang baru kan, banyak yang swasta yang baru-barunya, aplikasi yang baru performa bagus juga","Many are new, many are private, and the new applications perform well as",0,2,0,0,0,0,0,0,0,0
"Tapi kalau lihat penggunanya sedikit, ah males ah kan udah ada yang ini, gitu loh udah fitur lengkap juga","But if you look at the users a little, ah lazy ah there is already this one, that's why it's already full features too",0,0,0,2,0,0,0,0,0,0
"Karena sih sama sama fitur lengkap, cuma beda","Because it's the same full feature, just different",0,0,0,2,0,0,0,0,0,0
"Mereka bayar, terus ada langsung kontak sama spesialis anak, misalnya gitu","They pay, and there is direct contact with a pediatric specialist, for example.",0,0,0,0,0,0,0,0,0,1
Jadi yang bikin mah swasta yang kayak halodoc,And that's what makes it so special.,0,0,0,0,0,0,2,0,0,0
"Sering sih kalau apalagi teman-teman yang baru lahiran anak pertama tuh, di track-nya  pakai  aplikasi ini aja nih jadi informasi bagus untuk anaknya","Often, especially friends who have just given birth to their first child, on the track using this application is good information for their children",0,0,0,0,0,0,0,0,2,0
yakin mudah  pakai nya,Sure it's easy to use,2,0,0,0,0,0,0,0,0,0
"Ibaratnya kayak buku-buku ini, tapi dia online gitu loh cepat juga aplikasinya","It's like these books, but it's online and the application is fast",0,2,0,0,0,0,0,0,0,0
Bareng sama HP kita pegang jadi membantu,Together with our cell phones we hold so it helps,0,0,0,0,2,0,0,0,0,0
"Ini masih manual banget ya, terus kalau dibawa-bawa terlalu ribet, gitu kan","It's still very manual, so if it's carried around it's too complicated, that's right?",0,0,1,0,0,0,0,0,0,0
"Jadi di si Primaku itu tuh si grafik ini tuh ada, tapi lebih simple sama yang ada di HP, informasi bagus di hp","So in the Primaku, this graph is there, but it's simpler than the one on the cellphone, good information on the cellphone",0,0,0,0,0,0,0,0,2,0
Iya bener ya kualitas informasi bagus,"Yes, the quality of the information is good.",0,0,0,0,0,0,0,0,2,0
"Kita percaya JKN, tapi tiba-tiba bocor jadi takut  pakai ","We believe in God, but all of a sudden, we get scared to death.",0,0,0,0,0,2,0,0,0,0
Sekarang kan banyak oknum-oknum gitu ya buat saya takut  pakai  juga,"Now there are a lot of people like that, so I'm afraid to use it too",0,0,0,0,0,2,0,0,0,0
" pakai  BPJS sih, dari pemerintah aja","use BPJS, from the government",0,0,0,0,0,0,2,0,0,0
"Kalau misalkan untuk saat ini, kalau misalkan dulu sebelum hamil itu, karena untuk ngecek perkembangan janin, jadinya tuh ada, saya lupa lagi, halobun gitu kalau tidak salah ya, kemudian pas udah lahir primaku, kemudian mobile JKN sih, cuma untuk BPJS kesehatannya gitu karena untuk cari informasi bagus","For example, for now, if for example, before pregnancy, because to check the development of the fetus, so there is, I forgot again, halobun if I'm not mistaken, then when I was born primary, then mobile JKN, only for BPJS health because to find good information",0,0,0,0,0,0,0,0,2,0
